WEB,MOM,Image,Actv Web,Note,MPN / Availability ,Item # ,UPC,Category,Product Name,Color ,Cost, Price,Min Q,Inventory,MOM Low Level,BC Low Level,Color Group ,Color Group ,Color Group ,Color Group ,Color Group ,Color Group ,Flower Type,Flower Type ,Flower Type ,Size,Season,Season,Season,Season,Copy ,Bullet ,Bullet ,Bullet ,Bullet ,Bullet ,Bullet ,Page Title,Meta Description ,Meta Keywords,X-Sell Vase ,X-Sell Gems ,Overall  Height,Overall Width (for Sprays),Bloom Diameter,# of Stems in Bouquet Photo,Bouquet Vase Dimensions,Item # for Vase Used,Outline Photo (-ot),Outline Alt (-alt),Bouquet Photo (-bq),Bouquet Close Up    (-bcu)
TRUE,TRUE,TRUE,TRUE,,,S4922-TTG,848644020271,All Stems ,"Western Hemlock with Cones Artificial Foliage Stem - 18"" ",TT Green,$1.27,$6.25,3,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,18''H,11''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S4924-REYE,848644020288,All Stems ,"Artificial Bittersweet Foliage Stem Spray - 36"" ",Red/Yellow,$1.53,$7.50,3,0,,12,,,,,,,Twigs & Branches,Berries,,,,,,,,,,,,,,,,,,,36''H,-,.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4933-GRWH,848644020295,All Stems ,"Faux Cactus Stem with Flower - 14"" ",Green/White,$1.25,$6.00,3,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,14''H,5''W,1.25''D,6,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4934-SG,848644020301,All Stems ,"Artificial Eucalyptus Seed Foliage Spray - 22"" ",Sage,$1.55,$7.50,3,250,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,"19"" to 24"" ",,,,,"Decorate with our lifelike 22"" faux Eucalyptus Seed Foliage Stems. 12 stems shown in photo in our 8"" cylinder vase with glass gems (sold seperately). ","22"" Tall x 5"" Wide",,12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,22''H,5''W,-,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4938-VG,848644020318,All Stems ,"Artificial Holly Bush Foliage Cluster - 16"" ",Variegated,$2.63,$12.50,1,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,16''H,10''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S4939,,All Stems ,"Faux Twig Foliage Stem Spray - 30"" ",Master SKU ,,,,NA,,12,Green-Brown-Beige,,,,,,Twigs & Branches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,,S4939-NAB,848644020325,All Stems ,"Faux Twig Foliage Stem Spray - 30"" ",Natural Brown/Black,$0.68,$3.25,6,0,,12,Green-Brown-Beige,,,,,,Twigs & Branches,,,,,,,,,,,,,,,,,,,,30''H,8''W,-,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4939-REGD,848644020332,All Stems ,"Faux Twig Foliage Stem Spray - 30"" ",Red/Gold,$0.68,$3.25,6,250,,12,,,,,,,Twigs & Branches,,,,,,,,,,,,,,,,,,,,30''H,8''W,-,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4950-CR,848644020349,All Stems ,"Artificial Mistletoe Foliage Spray - 28"" ",Cream,$1.43,$6.75,3,250,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,28''H,8''W,-,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4960-TTG,848644020356,All Stems ,"Hostag Leaf Artificial Hanging Bush Cluster - 39"" ",TT Green,$2.24,$10.75,2,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,39''H,8''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S4961-LSG,848644020363,All Stems ,"Springerii Artificial Hanging Bush - 33"" ",Light Sage,$2.08,$10.00,2,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,33''H,8''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4962-GR,848644020370,All Stems ,"Faux Tea Leaves Foliage Stem Spray - 24"" ",Green,$1.28,$6.25,3,150,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,"19"" to 24"" ",,,,,"Create beautiful bouquets with our realistic 24"" silk Tea Leave Foliage stems. 12 stems shown in photo in our 8"" cylinder vase with glass gems (sold seperately).","24"" Tall x 8"" Wide",,12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,24''H,8''W,-,8,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4964-CRP,848644020387,All Stems ,"Apple Blossom Silk Flower Stem Spray - 33"" ",Cream/Pink,$2.59,$12.75,2,0,,12,,,,,,,Other Varieties,,,,,,,,,,,,,,,,,,,,33''H,6''W,2''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4965,848644018254,All Stems ,"Silk Cherry Blossom Faux Flower Stem - 27"" ",Master SKU ,$1.92,$9.25,2,NA,,12,Pink-Fuchsia-Beauty,Cream-White,Pink-Fuchsia-Beauty,,,,Other Varieties,,,"25"" and Over",Spring,,,,"Decorate easily with our lifelke 27"" faux cherry blossom stems. Available in three colors. 9 stems shown in photo and are arranged in our 12"" cylinder vase with glass gems (sold seperately).","27"" Tall x 7"" Wide","Bloom Diameter 1.5""",9 Stems Shown In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,27''H,7''W,1.5''D,9,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4965-BTY,848644018254,All Stems ,"Silk Cherry Blossom Faux Flower Stem - 27"" ",Beauty,$1.92,$9.25,2,0,,12,Pink-Fuchsia-Beauty,Cream-White,Pink-Fuchsia-Beauty,,,,Other Varieties,,,"25"" and Over",Spring,,,,"Decorate easily with our lifelke 27"" faux cherry blossom stems. Available in three colors. 9 stems shown in photo and are arranged in our 12"" cylinder vase with glass gems (sold seperately).","27"" Tall x 7"" Wide","Bloom Diameter 1.5""",9 Stems Shown In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,27''H,7''W,1.5''D,9,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4965-CR,848644018261,All Stems ,"Silk Cherry Blossom Faux Flower Stem - 27"" ",Cream,$1.92,$9.25,2,0,,12,Pink-Fuchsia-Beauty,Cream-White,Pink-Fuchsia-Beauty,,,,Other Varieties,,,"25"" and Over",Spring,,,,"Decorate easily with our lifelke 27"" faux cherry blossom stems. Available in three colors. 9 stems shown in photo and are arranged in our 12"" cylinder vase with glass gems (sold seperately).","27"" Tall x 7"" Wide","Bloom Diameter 1.5""",9 Stems Shown In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,27''H,7''W,1.5''D,9,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4965-CRP,848644018278,All Stems ,"Silk Cherry Blossom Faux Flower Stem - 27"" ",Cream Pink,$1.92,$9.25,2,250,,12,Pink-Fuchsia-Beauty,Cream-White,Pink-Fuchsia-Beauty,,,,Other Varieties,,,"25"" and Over",Spring,,,,"Decorate easily with our lifelke 27"" faux cherry blossom stems. Available in three colors. 9 stems shown in photo and are arranged in our 12"" cylinder vase with glass gems (sold seperately).","27"" Tall x 7"" Wide","Bloom Diameter 1.5""",9 Stems Shown In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV4809-CLR,,27''H,7''W,1.5''D,9,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4966,848644018285,All Stems ,"Silk Cherry Blossom Faux Flower Stem - 46"" ",Master SKU ,$4.18,$19.75,1,NA,,12,Pink-Fuchsia-Beauty,Cream-White,,,,,Other Varieties,,,"25"" and Over",Spring,,,,"Make a statement with our 46"" faux cherry blossom stems. Available in three colors. 12 stems shown in photo and are arranged in our 16"" cylinder vase with glass gems (sold seperatley)","46"" Tall","Bloom Diameter 1""",12 Stems Shown In Photo,"Stems Arranged In Our 16"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV6058-CLR,,46''H,-,1''D,12,16''Hx5''D,CV6058-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4966-BTY,848644018285,All Stems ,"Silk Cherry Blossom Faux Flower Stem - 46"" ",Beauty,$4.18,$19.75,1,0,,12,Pink-Fuchsia-Beauty,Cream-White,,,,,Other Varieties,,,"25"" and Over",Spring,,,,"Make a statement with our 46"" faux cherry blossom stems. Available in three colors. 12 stems shown in photo and are arranged in our 16"" cylinder vase with glass gems (sold seperatley)","46"" Tall","Bloom Diameter 1""",12 Stems Shown In Photo,"Stems Arranged In Our 16"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV6058-CLR,,46''H,-,1''D,12,16''Hx5''D,CV6058-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4966-CR,848644018292,All Stems ,"Silk Cherry Blossom Faux Flower Stem - 46"" ",Cream,$4.18,$19.75,1,0,,12,Pink-Fuchsia-Beauty,Cream-White,,,,,Other Varieties,,,"25"" and Over",Spring,,,,"Make a statement with our 46"" faux cherry blossom stems. Available in three colors. 12 stems shown in photo and are arranged in our 16"" cylinder vase with glass gems (sold seperatley)","46"" Tall","Bloom Diameter 1""",12 Stems Shown In Photo,"Stems Arranged In Our 16"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV6058-CLR,,46''H,-,1''D,12,16''Hx5''D,CV6058-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4966-CRP,848644018308,All Stems ,"Silk Cherry Blossom Faux Flower Stem - 46"" ",Cream Pink,$4.18,$19.75,1,250,,12,Pink-Fuchsia-Beauty,Cream-White,,,,,Other Varieties,,,"25"" and Over",Spring,,,,"Make a statement with our 46"" faux cherry blossom stems. Available in three colors. 12 stems shown in photo and are arranged in our 16"" cylinder vase with glass gems (sold seperatley)","46"" Tall","Bloom Diameter 1""",12 Stems Shown In Photo,"Stems Arranged In Our 16"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV6058-CLR,,46''H,-,1''D,12,16''Hx5''D,CV6058-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4967-TTG,848644020394,All Stems ,"Mother In Law's Tounge Artificial Plant - 18"" ",TT Green,$2.67,$12.75,2,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,18''H,6''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4973-BR,848644020400,All Stems ,"Artificial Birch Branch Sticks Bundle - (3 Stems) - 47"" ",Brown,$6.79,$31.75,1,150,,12,Green-Brown-Beige,,,,,,Twigs & Branches,,,"25"" and Over",,,,,"Make a statement with our realistic 47"" Faux Birch Branch Sticks Bundles. 4 stems shown in photo in our cylinder glass vase with clear gems (sold seperately).","47"" Tall x 12"" Wide",3 Stems In One Bundle,4 Stems Shown In Photo,"Stems Arranged In Our 16"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,47''H,12''W,-,4,16''Hx5''D,CV6058-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4989-GR,848644020417,All Stems ,"Artificial Juniper Spray with Blue Berry - 18"" ",Green,$1.87,$8.75,2,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,18''H,9''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5003,848644018315,All Stems ,"Silk Gerbera Daisy Faux Flower Stem - 25"" ",Master SKU ,0.45,$2.25,6,NA,,12,Pink-Fuchsia-Beauty,Peach-Coral-Orange,Cream-White,Yellow-Gold,,,Daisy,,,"25"" and Over",,Summer,,,"Design a fresh garden look with our 25"" silk daisy stems. Available in four colors. 12 stems shown in photo and are arranged in our 12"" cylinder vase with glass gems (sold seperately).","25"" Tall","Bloom Diameter 4.5""",12 Stems Shown In Photo,Stems Arranged In Our 12' Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately),Handcrafted In China - Imported,,,,,CV4809-CLR,,25''H,-,4.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5003-FU,848644018315,All Stems ,"Silk Gerbera Daisy Faux Flower Stem - 25"" ",Fuschia,0.45,$2.25,6,0,,12,Pink-Fuchsia-Beauty,Peach-Coral-Orange,Cream-White,Yellow-Gold,,,Daisy,,,"25"" and Over",,Summer,,,"Design a fresh garden look with our 25"" silk daisy stems. Available in four colors. 12 stems shown in photo and are arranged in our 12"" cylinder vase with glass gems (sold seperately).","25"" Tall","Bloom Diameter 4.5""",12 Stems Shown In Photo,Stems Arranged In Our 12' Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately),Handcrafted In China - Imported,,,,,CV4809-CLR,,25''H,-,4.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5003-OR,848644018322,All Stems ,"Silk Gerbera Daisy Faux Flower Stem - 25"" ",Orange,0.45,$2.25,6,0,,12,Pink-Fuchsia-Beauty,Peach-Coral-Orange,Cream-White,Yellow-Gold,,,Daisy,,,"25"" and Over",,Summer,,,"Design a fresh garden look with our 25"" silk daisy stems. Available in four colors. 12 stems shown in photo and are arranged in our 12"" cylinder vase with glass gems (sold seperately).","25"" Tall","Bloom Diameter 4.5""",12 Stems Shown In Photo,Stems Arranged In Our 12' Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately),Handcrafted In China - Imported,,,,,CV4809-CLR,,25''H,-,4.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5003-WH,848644018339,All Stems ,"Silk Gerbera Daisy Faux Flower Stem - 25"" ",White,0.45,$2.25,6,0,,12,Pink-Fuchsia-Beauty,Peach-Coral-Orange,Cream-White,Yellow-Gold,,,Daisy,,,"25"" and Over",,Summer,,,"Design a fresh garden look with our 25"" silk daisy stems. Available in four colors. 12 stems shown in photo and are arranged in our 12"" cylinder vase with glass gems (sold seperately).","25"" Tall","Bloom Diameter 4.5""",12 Stems Shown In Photo,Stems Arranged In Our 12' Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately),Handcrafted In China - Imported,,,,,CV4809-CLR,,25''H,-,4.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5003-YE,848644018346,All Stems ,"Silk Gerbera Daisy Faux Flower Stem - 25"" ",Yellow,0.45,$2.25,6,0,,12,Pink-Fuchsia-Beauty,Peach-Coral-Orange,Cream-White,Yellow-Gold,,,Daisy,,,"25"" and Over",,Summer,,,"Design a fresh garden look with our 25"" silk daisy stems. Available in four colors. 12 stems shown in photo and are arranged in our 12"" cylinder vase with glass gems (sold seperately).","25"" Tall","Bloom Diameter 4.5""",12 Stems Shown In Photo,Stems Arranged In Our 12' Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately),Handcrafted In China - Imported,,,,,CV4809-CLR,,25''H,-,4.5''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S5021,,All Stems ,"Artificial Spider Mum Bush - 19"" ",Master SKU ,,,,NA,,12,Peach-Coral-Orange,Yellow-Gold,,,,,Mums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,,S5021-FL,848644020424,All Stems ,"Artificial Spider Mum Bush - 19"" ",Flame/Orange,$3.67,$17.50,1,0,,12,Peach-Coral-Orange,Yellow-Gold,,,,,Mums,,,,,,,,,,,,,,,,,,,,19''H,-,5''D,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S5021-YEGO,848644020431,All Stems ,"Artificial Spider Mum Bush - 19"" ",Yellow/Gold,$3.67,$17.50,1,0,,12,Peach-Coral-Orange,Yellow-Gold,,,,,Mums,,,,,,,,,,,,,,,,,,,,19''H,-,5''D,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S5064-WWGR,848644020448,All Stems ,"Artificial Eucalyptus Bush - 20"" ",Whitewash Green,$2.01,$9.75,2,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,20''H,10''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S5065-COGR,848644020455,All Stems ,Smilex & Silver Wattle Buds Artificial Hanging Bush,Coral/Green,$3.68,$17.50,1,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,32''H,11''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S5066-GR,848644020462,All Stems ,"Artificial Mixed Eucalyptus Foliage Stem Spray - 18"" ",Green,$1.37,$7.00,3,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,18''H,12''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S5067-CRGR,848644020479,All Stems ,"Plastic Fern & Berries Faux Foliage Spray - 28"" ",Cream/Green,$2.54,$12.50,2,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,28''H,12''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S5068-CRGR,848644020486,All Stems ,Plastic Fern & Berries Bush,Cream/Green,$4.89,$23.50,1,0,,12,,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,18''H,18''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5069-GRCR,848644020493,All Stems ,"Mini Watermelon Pepperomia Faux Foliage Spray - 24"" ",Green/Cream,$0.88,$4.50,4,150,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,"19"" to 24""",Summer,,,,"Enjoy summertime florals year round with our lifelike silk Mini Watermelon Pepperomia stems. 12 stems shown in photo in our 8"" cylinder vase with glass gems (sold seperately).","24"" Tall",,12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,24''H,-,-,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5070-GRCR,848644020509,All Stems ,Mini Fittonia Artificial Foliage Spray - 25' ,Green/Cream,$0.88,$4.50,4,250,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,"25"" and Over",,,,,"Create beautiful bouquets with our lifelike silk Mini Fittonia Artificial Foliage Spray stems.12 stems shown in photo in our 8"" cylinder vase with glass gems (sold seperately).","25"" Tall x 8"" Wide",,12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,25''H,8''W,-,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5071-GR,848644020516,All Stems ,"Faux Mountain Laurel Foliage Spray - 25"" ",Green,$0.88,$4.50,4,250,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,"25"" and Over",,,,,"Decorate with our realistic faux Mountain Laurel Foliage Spray stems. 12 stems shown in photo in our 8"" cylinder vase with glass gems (sold seperately).","25"" Tall x 8"" Wide",,12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,25''H,8''W,-,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5072,,All Stems ,"Diamond Rose Silk Flower Stem Spray - 19.5"" ",Master SKU ,,,,NA,,12,Peach-Coral-Orange,Yellow-Gold,,,,,Roses & Ranunculus,,,"19"" to 24""",Spring,Summer,,,"Create beautiful bouquets with our realistic 19.5"" Diamond Rose Silk Flower Stem Spray. Available in two colors. 12 stems shown in photo in our glass cylinder vase with clear gems (sold seperately).","19.5"" Tall x 6"" Wide","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5072-OR,848644020523,All Stems ,"Diamond Rose Silk Flower Stem Spray - 19.5"" ",Orange,$1.19,$6.00,3,150,,12,Peach-Coral-Orange,,,,,,Roses & Ranunculus,,,"19"" to 24""",Spring,Summer,,,"Create beautiful bouquets with our realistic 19.5"" Diamond Rose Silk Flower Stem Spray. Available in two colors. 12 stems shown in photo in our glass cylinder vase with clear gems (sold seperately).","19.5"" Tall x 6"" Wide","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,19.5''H,6''W,3''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5072-PCYE,848644020530,All Stems ,"Diamond Rose Silk Flower Stem Spray - 19.5"" ",Peach/Yellow,$1.19,$6.00,3,0,,12,Yellow-Gold,,,,,,Roses & Ranunculus,,,"19"" to 24""",Spring,Summer,,,"Create beautiful bouquets with our realistic 19.5"" Diamond Rose Silk Flower Stem Spray. Available in two colors. 12 stems shown in photo in our glass cylinder vase with clear gems (sold seperately).","19.5"" Tall x 6"" Wide","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,19.5''H,6''W,3''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S5073,,All Stems ,"Artificial Mini Sunflower Bundle - 12"" ",Master SKU ,,,,,,12,Peach-Coral-Orange,Red-Burgundy,Yellow-Gold,,,,Sunflowers,Bundles & Bouquets,,"5"" to 18""",Summer,Fall,,,"Make a statement with our lifelike 12"" silk Mini Sunflower Bundle Stems. Available in three colors.","12"" Tall","Bloom Diameter 2""",,,Handcrafted In China - Imported,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5073-FL,848644020547,All Stems ,"Artificial Mini Sunflower Bundle - 12"" ",Flame,$0.97,$4.75,4,250,,12,Peach-Coral-Orange,,,,,,Sunflowers,Bundles & Bouquets,,"5"" to 18""",Summer,Fall,,,"Make a statement with our lifelike 12"" silk Mini Sunflower Bundle Stems. Available in three colors.","12"" Tall","Bloom Diameter 2""",,,Handcrafted In China - Imported,,,,,,,12''H,-,2''D,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5073-RD,848644020554,All Stems ,"Artificial Mini Sunflower Bundle - 12"" ",Red,$0.97,$4.75,4,250,,12,Red-Red-Burgundy,,,,,,Sunflowers,Bundles & Bouquets,,"5"" to 18""",Summer,Fall,,,"Make a statement with our lifelike 12"" silk Mini Sunflower Bundle Stems. Available in three colors.","12"" Tall","Bloom Diameter 2""",,,Handcrafted In China - Imported,,,,,,,12''H,-,2''D,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S5073-YE,848644020561,All Stems ,"Artificial Mini Sunflower Bundle - 12"" ",Yellow,$0.97,$4.75,4,250,,12,Yellow-Gold,,,,,,Sunflowers,Bundles & Bouquets,,"5"" to 18""",Summer,Fall,,,"Make a statement with our lifelike 12"" silk Mini Sunflower Bundle Stems. Available in three colors.","12"" Tall","Bloom Diameter 2""",,,Handcrafted In China - Imported,,,,,,,12''H,-,2''D,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S5074,,All Stems ,"Garden Daisy Silk Flower Bush - 23"" ",Master SKU ,,,,NA,,12,Red-Red-Burgundy,Cream-White,,,,,Daisies,Bundles & Bouquets,,"19"" to 24"" ",Spring,Summer,Fall ,,"Decoraing made easy with our pre-assembled Faux Gerbera Daisy Bush. 23"" tall and available in two colors.  ","23"" Tall ","Bloom Diamter 3"" ",Pre-asembled Bundle ,Easy Decorating ,Life-like Realism ,Imported ,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,,S5074-MAG,848644020578,All Stems ,"Garden Daisy Silk Flower Bush - 23"" ",Magenta,$4.17,$19.75,1,0,,12,Red-Red-Burgundy,Cream-White,,,,,Daisies,Bundles & Bouquets,,"19"" to 24"" ",Spring,Summer,Fall ,,"Decoraing made easy with our pre-assembled Faux Gerbera Daisy Bush. 23"" tall and available in two colors.  ","23"" Tall ","Bloom Diamter 3"" ",Pre-asembled Bundle ,Easy Decorating ,Life-like Realism ,Imported ,,,,,,23''H,-,3''D,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S5074-WH,848644020585,All Stems ,"Garden Daisy Silk Flower Bush - 23"" ",White,$4.17,$19.75,1,0,,12,Red-Red-Burgundy,Cream-White,,,,,Daisies,Bundles & Bouquets,,"19"" to 24"" ",Spring,Summer,Fall ,,"Decoraing made easy with our pre-assembled Faux Gerbera Daisy Bush. 23"" tall and available in two colors.  ","23"" Tall ","Bloom Diamter 3"" ",Pre-asembled Bundle ,Easy Decorating ,Life-like Realism ,Imported ,,,,,,23''H,-,3''D,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S5075,,All Stems ,"Mini Daisy Silk Flower Bundle - 12"" ",Master SKU ,,,,NA,,12,Pink-Fuchsia-Beauty,Red-Burgundy,,,,,Daisies,Bundles & Bouquets,,"5"" to 18""",Summer,,,,Create beautiful bouquets with our lifelike silk Mini Daisy Silk Flower Bundle. Available in two colors.,"12"" Tall x 6"" Wide","Bloom Diameter 3""",,,Handcrafted In China - Imported,,,,,,,,,,,,,,,,
