item,sku,product_name,sheet_weight_raw,sheet_weight_lb,bc_weight_lb,implied_lb_from_div16,ratio,issue_type,detail,product_id,variant_id
TRC307-05,TRC307-05,5' Silk Areca Palm Tree,14,14.0,0.0,,,zero_weight,sheet expects 14lb,5793,5523
TRC307-65,TRC307-65,6.5' Silk Areca Palm Tree,17,17.0,0.0,,,zero_weight,sheet expects 17lb,5794,5524
,TRE106-06,6' Dracaena Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5795,5525
,TRE106-07,7' Dracaena Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5796,5526
,TRE106-08,8' Dracaena Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5797,5527
TRF295-06,TRF295-06,6' Fiddle Leaf Fig Silk Tree,16,16.0,0.0,,,zero_weight,sheet expects 16lb,5798,5528
TRF295-07,TRF295-07,7' Fiddle Leaf Fig Silk Tree,17,17.0,0.0,,,zero_weight,sheet expects 17lb,5799,5529
TRF313-05,TRF313-05,5' Single Trunk Fiddle Leaf Fig Silk Tree,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5800,5530
TRF313-06,TRF313-06,6' Single Trunk Fiddle Leaf Fig Silk Tree,10,10.0,0.0,,,zero_weight,sheet expects 10lb,5801,5531
TRF313-07,TRF313-07,7' Single Trunk Fiddle Leaf Fig Silk Tree,17,17.0,0.0,,,zero_weight,sheet expects 17lb,5802,5532
,TRF322-06,6' Faux Big Leaf Fiddle Fig Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5803,5533
,TRF322-07,7' Faux Big Leaf Fiddle Fig Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,6083,5828
,TRM111-06,6' Silver Birch Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5804,5534
,TRM111-07,7' Silver Birch Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5805,5535
,TRM111-08,8' Silver Birch Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5806,5536
,TRM113-06,6' Japanese Maple Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5807,5537
,TRM113-07,7' Japanese Maple Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5808,5538
,TRM113-08,8' Japanese Maple Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5809,5539
,TRM125-05,5' Pagoda Ming Aralia Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5810,5540
,TRM125-06,6' Pagoda Ming Aralia Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5811,5541
,TRM125-07,7' Pagoda Ming Aralia Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5812,5542
,TRM270-10,10' Tall Deluxe Silk Alder Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5813,5543
,TRM270-12,12' Tall Deluxe Silk Alder Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5814,5544
,TRM270-14,14' Tall Deluxe Silk Alder Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5815,5545
,TRM275-08,8' Tall Deluxe Silk Ming Aralia Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5816,5546
,TRM275-10,10' Tall Deluxe Silk Ming Aralia Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5817,5547
,TRM275-12,12' Tall Deluxe Silk Ming Aralia Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5818,5548
,TRM275-14,14' Tall Deluxe Silk Ming Aralia Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5819,5549
,TRM285-10,10' Tall Deluxe Silk Silver Birch Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5820,5550
,TRM285-12,12' Deluxe Silk Silver Birch Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5821,5551
TRM312-05,TRM312-05,5' Japanese Maple Silk Tree,11,11.0,0.0,,,zero_weight,sheet expects 11lb,5823,5553
TRM312-06,TRM312-06,6 ' Japanese Maple Silk Tree,21,21.0,0.0,,,zero_weight,sheet expects 21lb,6084,5829
TRM312-07,TRM312-07,7 ' Japanese Maple Silk Tree,18,18.0,0.0,,,zero_weight,sheet expects 18lb,6085,5830
,TRM325-06,6' Pagoda Japanese Maple Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5824,5554
,TRM325-07,7' Pagoda Japanese Maple Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5825,5555
,TRM325-08,8' Pagoda Japanese Maple Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5826,5556
,TRM330-06,6' Silk Ming Aralia Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,6373,6460
,TRM330-07,7' Silk Ming Aralia Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,6374,6461
,TRT320-04,Olive Double Topiary Silk Tree,,,0.0,,,zero_weight,no weight set on BigCommerce,5827,5557
TTB120-GR,TTB120-GR,Cypress Bonsai Artificial Tree,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5828,5558
,TTB128-GR,Evergreen Bonsai Artificial Tabletop Plant,,,0.0,,,zero_weight,no weight set on BigCommerce,5829,5559
,Test-VA,Test Product,,,0.0,,,zero_weight,no weight set on BigCommerce,6500,6709
,Test-VA-1,Test Product,,,0.0,,,zero_weight,no weight set on BigCommerce,6500,6710
WRA165-NA,WRA165-NA,Autumn Maple Silk Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5830,5560
,WRA177-NA,Harvest Maple & Berry Garland,,,0.0,,,zero_weight,no weight set on BigCommerce,6312,6328
WRA180-MP,WRA180-MP,Zinnia & Daisy Silk Flower Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5831,5561
,WRA182-MP,Pansy & Dianthus Silk Flower Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,5832,5562
,WRA194-MP,Hydrangea Silk Flower Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,5833,5563
,WRA203-NA,"Maple, Pumpkin & Gourd Wreath",,,0.0,,,zero_weight,no weight set on BigCommerce,6125,5883
,WRA207-MS,Ranunculus & Lavender Silk Flower Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,5834,5564
,WRA208-GR,Wild Fern & Berry Faux Foliage Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,5835,5565
,WRA221-NA,Harvest Berry & Cone Artificial Autumn Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,5836,5566
,WRA222-NA,Harvest Berry & Cone Artificial Autumn Teardrop,,,0.0,,,zero_weight,no weight set on BigCommerce,5837,5567
,WRA224-MP,Daisy & Sunflower Silk Flower Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,5838,5568
,WRA225-YE,Lemon & Hydrangea Faux Flower Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,5839,5569
,WRA227-GR,"Faux Artichoke & Mixed Greenery 22"" Foliage Wreath",,,0.0,,,zero_weight,no weight set on BigCommerce,5840,5570
,WRA228-MS,"Meadow Daisies & Zinnias 22"" Faux Flower Wreath",,,0.0,,,zero_weight,no weight set on BigCommerce,5841,5571
WRA230-LV,WRA230-LV,"Mixed Lavender 24"" Faux Flower & Foliage Wreath",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5842,5572
WRA231-LV,WRA231-LV,Mixed Lavender Faux Flower & Foliage Teardrop,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5843,5573
,WRA232-GR,"Fern & Berry 24"" Faux Foliage Wreath",,,0.0,,,zero_weight,no weight set on BigCommerce,5844,5574
,WRA236-GR,"Mixed Eucalyptus 24"" Silk Foliage Wreath",,,0.0,,,zero_weight,no weight set on BigCommerce,5846,5576
,WRA238-MP,Autumn's Palette Silk Flower Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,6113,5865
,WRA240-NA,Autumn Pears & Berries Faux Fruit and Silk Foliage Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,6114,5866
WRA242-NA,WRA242-NA,Golden Maple Faux Foliage Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,6115,5867
WRA243-NA,WRA243-NA,Pumpkins & Berries Autumn Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,6116,5868
WRA244-NA,WRA244-NA,Pumpkins & Berries Autumn Teardrop,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6117,5869
,WRA249-NA,Laurel & Bittersweet Faux Foliage Autumn Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,6281,6294
WRA256-MP,WRA256-MP,Pansy & Daisy Wreath,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6327,6348
WRA258-MP,WRA258-MP,Poppy & Lilac Wreath,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6328,6349
WRA259-MP,WRA259-MP,Poppy & Lilac Teardrop,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6329,6350
,WRA261-MS,Garden Celebration Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,6331,6352
WRA262-MS,WRA262-MS,Garden Celebration Teardrop,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6332,6353
,WRA263-MS,"Daisy, Hydrangea & Lavender Wreath",,,0.0,,,zero_weight,no weight set on BigCommerce,6333,6354
WRA264-MS,WRA264-MS,"Daisy, Hydrangea & Lavender Teardrop",3,3.0,0.0,,,zero_weight,sheet expects 3lb,6334,6355
,WRA271-MP,Sunshine Garden Wreath,,,0.0,,,zero_weight,no weight set on BigCommerce,6336,6357
WRA277-YE,WRA277-YE,Sunflower Daydream Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,6337,6358
WRA278-YE,WRA278-YE,Sunflower Daydream Teardrop,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6338,6359
