item,sku,product_name,sheet_weight_raw,sheet_weight_lb,bc_weight_lb,implied_lb_from_div16,ratio,issue_type,detail,product_id,variant_id
PLA360-GB,PLA360-GB,"Mango, Dracaena & Begonia Faux Foliage Planter",Weigh,,128.0,8.00,,store_multiple_of_16,implies 8.00lb if oz→lb,6589,6840
PLA364-NA,PLA364-NA,Silk Japanese Maple Floor Plant,Weigh,,128.0,8.00,,store_multiple_of_16,implies 8.00lb if oz→lb,6590,6841
PLA506-GR,PLA506-GR,Fiddle Leaf Silk Plant,Weigh,,160.0,10.00,,store_multiple_of_16,implies 10.00lb if oz→lb,6510,6732
PLA507-GR,PLA507-GR,Faux Areca Palm Plant,Weigh,,160.0,10.00,,store_multiple_of_16,implies 10.00lb if oz→lb,6511,6733
,PLD363-NA,Mixed Begonia Faux Foliage Planter,,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6593,6844
,WRA234-MP,Apple & Berries Wreath,,,16.0,1.00,,store_multiple_of_16,implies 1.00lb if oz→lb,6358,6445
,FLB109-MP,Autumn Opulence Silk Flower Centerpiece,,,36.0,2.25,,store_oz_like_value,implies 2.25lb if oz→lb,6478,6686
,FLB127-MS,"Roses, Forsythia & Peonies Faux Flower Centerpiece",,,36.0,2.25,,store_oz_like_value,implies 2.25lb if oz→lb,6503,6719
FLB186-MP,FLB186-MP,"Ginger, Heliconia & Orchid Faux Flower Arrangement",X,,72.0,4.50,,store_oz_like_value,implies 4.50lb if oz→lb,6624,6893
FLB434-NA,FLB434-NA,Cornucopia Artificial Autumn Arrangement,BO,,24.0,1.50,,store_oz_like_value,implies 1.50lb if oz→lb,6608,6867
,FLC997-MP,"Mums, Alstroemeria & Berries Faux Flower Arrangement",,,36.0,2.25,,store_oz_like_value,implies 2.25lb if oz→lb,6480,6688
,HDB447-RD,"Mixed Eucalyptus, Pine & Berries Silk Holiday Accent",,,36.0,2.25,,store_oz_like_value,implies 2.25lb if oz→lb,6489,6697
PLA501-GB,PLA501-GB,Aspidistra Faux Floor Plant,Weigh,,72.0,4.50,,store_oz_like_value,implies 4.50lb if oz→lb,6368,6455
PLA502-GB,PLA502-GB,Double Aspidistra Faux Floor Plant,Weigh,,72.0,4.50,,store_oz_like_value,implies 4.50lb if oz→lb,6369,6456
,PLA503-NA,Silk Japanese Maple Bush,,,72.0,4.50,,store_oz_like_value,implies 4.50lb if oz→lb,6370,6457
PLA504-GB,PLA504-GB,"Aspidistra, Palm & Silver King Silk Foliage Planter",Weigh,,72.0,4.50,,store_oz_like_value,implies 4.50lb if oz→lb,6371,6458
,PLD505-NA,Laurel & Plume Thistle Faux Foliage Arrangement,,,36.0,2.25,,store_oz_like_value,implies 2.25lb if oz→lb,6482,6690
,WRA282-MS,Hydrangea & Berries Faux Flower Wreath,,,36.0,2.25,,store_oz_like_value,implies 2.25lb if oz→lb,6517,6739
WRA283-WG,WRA283-WG,"Magnolia, Viburnum & Berry Silk Flower Wreath",DISC,,36.0,2.25,,store_oz_like_value,implies 2.25lb if oz→lb,6518,6740
,ACB100,Plant & Tree Up-Light,,,0.0,,,zero_weight,no weight set on BigCommerce,5007,
,ACB100-BK,Plant & Tree Up-Light,,,0.0,,,zero_weight,no weight set on BigCommerce,5007,4934
,ACB100-CH,Plant & Tree Up-Light,,,0.0,,,zero_weight,no weight set on BigCommerce,5007,4933
,ACF100-BK,1Lb Bag Glass Gems - Black,,,0.0,,,zero_weight,no weight set on BigCommerce,5012,4936
,ACF100-CL,1Lb Bag Glass Gems - Clear,,,0.0,,,zero_weight,no weight set on BigCommerce,6279,6292
,ACH111-BK,Faux Landscaping Stones for Decorative Container Tops - Black,,,0.0,,,zero_weight,no weight set on BigCommerce,5015,4939
,ACH111-BKL,Large Bag Faux Landscaping Stones - Black,,,0.0,,,zero_weight,no weight set on BigCommerce,5018,4940
,ACH111-BKM,Medium Bag Faux Landscaping Stones - Black,,,0.0,,,zero_weight,no weight set on BigCommerce,5020,4941
,ACH111-WH,Faux Landscaping Stones for Decorative Container Tops - White,,,0.0,,,zero_weight,no weight set on BigCommerce,5024,4942
,ACH111-WHL,Large Bag Faux Landscaping Stones - White,,,0.0,,,zero_weight,no weight set on BigCommerce,5027,4943
,ACH111-WHM,Medium Bag Faux Landscaping Stones - White,,,0.0,,,zero_weight,no weight set on BigCommerce,5030,4944
,ACH112-NA,Green Sheet Moss,,,0.0,,,zero_weight,no weight set on BigCommerce,5033,4945
,ACM103-00,Silk Flower & Plant Cleaner,,,0.0,,,zero_weight,no weight set on BigCommerce,5035,4946
ACM104-00,ACM104-00,Silk Flower & Plant Cleaner - 14.8 Fluid Ounces,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6134,5896
,BPX100-LG,Large Pothos Container Planting,,,0.0,,,zero_weight,no weight set on BigCommerce,5850,5580
,BPX100-SM,Small Pothos Container Planting,,,0.0,,,zero_weight,no weight set on BigCommerce,5847,5577
,BPX100-XLG,Extra Large Pothos Container Planting,,,0.0,,,zero_weight,no weight set on BigCommerce,5878,5608
,BPX110-LG,Large Grass Container Planting,,,0.0,,,zero_weight,no weight set on BigCommerce,5851,5581
,BPX110-SM,Small Grass Container Planting,,,0.0,,,zero_weight,no weight set on BigCommerce,5849,5579
,BPX110-XLG,Extra Large Grass Container Planting,,,0.0,,,zero_weight,no weight set on BigCommerce,5877,5607
,CTA108-BK,"Fiberglass Fish Bowl - 17""W x 14""H - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5886,5631
,CTA108-BK-test,"Copy of Fiberglass Fish Bowl - 17""W x 14""H - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,6124,5882
,CTA108-BU,"Fiberglass Fish Bowl - 17""W x 14""H - Burgundy",,,0.0,,,zero_weight,no weight set on BigCommerce,5925,5670
,CTA108-BZ,"Fiberglass Fish Bowl - 17""W x 14""H - Bronze",,,0.0,,,zero_weight,no weight set on BigCommerce,5959,5704
,CTA108-IV,"Fiberglass Fish Bowl - 17""W x 14""H - Ivory",,,0.0,,,zero_weight,no weight set on BigCommerce,5935,5680
,CTA108-PC,"Fiberglass Fish Bowl - 17""W x 14""H - Parchment",,,0.0,,,zero_weight,no weight set on BigCommerce,5939,5684
,CTA113-BC,"Cylinder Container - 16"" W x 15"" H - Brushed Chrome",,,0.0,,,zero_weight,no weight set on BigCommerce,6019,5764
,CTA113-BG,"Cylinder Container - 16"" W x 15"" H - Brushed Gold",,,0.0,,,zero_weight,no weight set on BigCommerce,5943,5688
,CTA113-GH,"Cylinder Container - 16"" W x 15"" H - Brushed Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5965,5710
,CTA118-BS,"Wood Stained Wicker Tree & Plant Basket - 16"" W x 15.5"" H",,,0.0,,,zero_weight,no weight set on BigCommerce,5988,5733
,CTA118-WW,"White Wicker Tree & Plant Basket - 16"" W x 15.5"" H",,,0.0,,,zero_weight,no weight set on BigCommerce,5995,5740
,CTA124-BK,"Fiberglass Fish Bowl - 23""W x 19""H - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,6041,5786
,CTA124-BU,"Fiberglass Fish Bowl - 23""W x 19""H - Burgundy",,,0.0,,,zero_weight,no weight set on BigCommerce,6020,5765
,CTA124-BZ,"Fiberglass Fish Bowl - 23""W x 19""H - Bronze",,,0.0,,,zero_weight,no weight set on BigCommerce,5938,5683
,CTA124-IV,"Fiberglass Fish Bowl - 23""W x 19""H - Ivory",,,0.0,,,zero_weight,no weight set on BigCommerce,6029,5774
,CTA124-PC,"Fiberglass Fish Bowl - 23""W x 19""H - Parchment",,,0.0,,,zero_weight,no weight set on BigCommerce,6004,5749
,CTA128-BS,"20"" Stained Basket",,,0.0,,,zero_weight,no weight set on BigCommerce,5923,5668
,CTA130-BC,"Cylinder Container - 20"" W x 18"" H - Brushed Chrome",,,0.0,,,zero_weight,no weight set on BigCommerce,5913,5658
,CTA130-BG,"Cylinder Container - 20"" W x 18"" H - Brushed Gold",,,0.0,,,zero_weight,no weight set on BigCommerce,6001,5746
,CTA130-GH,"Cylinder Container - 20"" W x 18"" H - Brushed Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,6017,5762
,CTA159-RA,"Rattan/Wood Decorative Container - 16""W x 17""H - Mahogany Finish",,,0.0,,,zero_weight,no weight set on BigCommerce,5963,5708
,CTA160-RA,"18"" Rattan Container",,,0.0,,,zero_weight,no weight set on BigCommerce,5975,5720
,CTA177-AB,"Aged Espresso Container - 17""W x 17""H",,,0.0,,,zero_weight,no weight set on BigCommerce,5998,5743
,CTA178-AB,"19"" Aged Espresso Container",,,0.0,,,zero_weight,no weight set on BigCommerce,6007,5752
,CTA180-AC,"Fiberglass Tall Cubico Container - 16""W x 31""H - Aged Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,6015,5760
,CTA180-GH,"Fiberglass Tall Cubico Container - 16""W x 31""H - Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,6038,5783
,CTA180-SBK,"Fiberglass Tall Cubico Container - 16""W x 31""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,6031,5776
,CTA183-TC,"Rolled Rim FG Container -  22""W x 23""H - Terra Cotta Finish",,,0.0,,,zero_weight,no weight set on BigCommerce,6025,5770
,CTA201-BCP,"Fiberglass Uptown Container - 17""W x 16""H - Burnt Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,5956,5701
,CTA201-LGH,"Fiberglass Uptown Container - 17""W x 16""H - Light Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5970,5715
,CTA201-SBK,"Fiberglass Uptown Container - 17""W x 16""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5979,5724
,CTA201-SWH,"Fiberglass Uptown Container - 17""W x 16""H - Satin White",,,0.0,,,zero_weight,no weight set on BigCommerce,5987,5732
,CTA202-BCP,"Fiberglass Uptown - 23""W x 22""H - Burnt Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,5927,5672
,CTA202-LGH,"Fiberglass Uptown - 23""W x 22""H - Light Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5914,5659
,CTA202-SBK,"Fiberglass Uptown - 23""W x 22""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5901,5646
,CTA202-SWH,"Fiberglass Uptown - 23""W x 22""H - Satin White",,,0.0,,,zero_weight,no weight set on BigCommerce,5893,5638
,CTA204-LGH,"Fiberglass Tall Uptown - 16""W x 32""H - Light Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,6003,5748
,CTA213-AC,"Fiberglass Cubico - 19""W x 18""H - Aged Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,6021,5766
,CTA213-BRL,"Fiberglass Cubico - 19""W x 18""H - Brown Leather",,,0.0,,,zero_weight,no weight set on BigCommerce,6032,5777
,CTA213-GH,"Fiberglass Cubico - 19""W x 18""H - Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,6043,5788
,CTA213-SBK,"Fiberglass Cubico - 19""W x 18""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5904,5649
,CTA218-BK,"Fiberglass Garden Glaze Container - 17""W x 20""H - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5960,5705
,CTA218-GR,"Fiberglass Garden Glaze Container - 17""W x 20""H - Green",,,0.0,,,zero_weight,no weight set on BigCommerce,5981,5726
,CTA218-OX,"Fiberglass Garden Glaze Container - 17""W x 20""H - Oxblood",,,0.0,,,zero_weight,no weight set on BigCommerce,5972,5717
,CTA241-BCP,"Tall Uptown Decorative Container 13""W x 23""H Burnt Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,5996,5741
,CTA241-LGH,"Tall Uptown Decorative Container 13""W x 23""H Light Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,6014,5759
,CTA241-SBK,"Tall Uptown Decorative Container 13""W x 23""H Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,6023,5768
,CTA241-SWH,"Tall Uptown Decorative Container 13""W x 23""H Satin White",,,0.0,,,zero_weight,no weight set on BigCommerce,6035,5780
,CTA246-GGY,"Tall Cubico Decorative Container - 12""W x 23""H Granite Gray",,,0.0,,,zero_weight,no weight set on BigCommerce,5949,5694
,CTA246-HBR,"Tall Cubico Decorative Container - 12""W x 23""H Havana Brown",,,0.0,,,zero_weight,no weight set on BigCommerce,5961,5706
,CTA246-MBK,"Tall Cubico Decorative Container - 12""W x 23""H Matte Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5973,5718
,CTA246-SAW,"Tall Cubico Decorative Container - 12""W x 23""H - Sand White",,,0.0,,,zero_weight,no weight set on BigCommerce,6315,6333
,CTA253-GGY,"Cubico Decorative Container - 17""W x 17""H - Granite Gray",,,0.0,,,zero_weight,no weight set on BigCommerce,5950,5695
,CTA253-HBR,"Cubico Decorative Container - 17""W x 17""H - Havana Brown",,,0.0,,,zero_weight,no weight set on BigCommerce,5962,5707
,CTA253-MBK,"Cubico Decorative Container - 17""W x 17""H - Matte Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5974,5719
,CTA253-SAW,"Cubico Decorative Container - 17""W x 17""H - Sand White",,,0.0,,,zero_weight,no weight set on BigCommerce,6319,6337
,CTA256-SBK,"Valencia Decorative Container - 17""W x 16""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,6126,5884
,CTA256-SIV,"Valencia Decorative Container - 17""W x 16""H - Satin Ivory",,,0.0,,,zero_weight,no weight set on BigCommerce,6137,5900
,CTB103-BS,"Stained Wicker Tree & Plant Basket - 14"" W x 13"" H",,,0.0,,,zero_weight,no weight set on BigCommerce,6037,5782
,CTB103-WW,"White Wicker Tree & Plant Basket - 14"" W x 13"" H",,,0.0,,,zero_weight,no weight set on BigCommerce,6013,5758
,CTB107-BK,"Fiberglass Fish Bowl - 15""W x 13""H - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5887,5632
,CTB107-BU,"Fiberglass Fish Bowl - 15""W x 13""H - Burgundy",,,0.0,,,zero_weight,no weight set on BigCommerce,5890,5635
,CTB107-BZ,"Fiberglass Fish Bowl - 15""W x 13""H - Bronze",,,0.0,,,zero_weight,no weight set on BigCommerce,5946,5691
,CTB107-IV,"Fiberglass Fish Bowl - 15""W x 13""H - Ivory",,,0.0,,,zero_weight,no weight set on BigCommerce,5899,5644
,CTB107-PC,"Fiberglass Fish Bowl - 15""W x 13""H - Parchment",,,0.0,,,zero_weight,no weight set on BigCommerce,5993,5738
,CTB112-BC,"Cylinder Container - 14"" W x  14"" H - Brushed Chrome",,,0.0,,,zero_weight,no weight set on BigCommerce,5986,5731
,CTB112-BG,"Cylinder Container - 14"" W x  14"" H - Brushed Gold",,,0.0,,,zero_weight,no weight set on BigCommerce,5911,5656
,CTB112-GH,"Cylinder Container - 14"" W x  14"" H - Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5936,5681
,CTB158-GY,"Rattan/Wood Decorative Container - 14""W x 15""H - Grey Finish",,,0.0,,,zero_weight,no weight set on BigCommerce,5948,5693
,CTB158-RA,"Rattan Wood Decorative Container - 14""W x 15""H - Mahogany Finish",,,0.0,,,zero_weight,no weight set on BigCommerce,5924,5669
,CTB176-AB,"Aged Espresso Container - 15""W x 15""H",,,0.0,,,zero_weight,no weight set on BigCommerce,5951,5696
,CTB179-BRL,"Fiberglass Tall Cubico Container - 13""W x 26""H - Brown Leather",,,0.0,,,zero_weight,no weight set on BigCommerce,6030,5775
,CTB203-BCP,"Fiberglass Uptown - 14""W x 13""H - Burnt Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,5897,5642
,CTB203-LGH,"Fiberglass Uptown - 14""W x 13""H - Light Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5907,5652
,CTB203-SBK,"Fiberglass Uptown - 14""W x 13""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5920,5665
,CTB203-SWH,"Fiberglass Uptown - 14""W x 13""H - Satin White",,,0.0,,,zero_weight,no weight set on BigCommerce,5931,5676
,CTB205-BCP,"Fiberglass Tall Uptown - 12""W x 24""H - Burnt Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,5940,5685
,CTB205-SBK,"Fiberglass Tall Uptown - 12""W x 24""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5958,5703
,CTB205-SWH,"Fiberglass Tall Uptown - 12""W x 24""H - Satin White",,,0.0,,,zero_weight,no weight set on BigCommerce,5971,5716
,CTB212,"Fiberglass Cubico Container - 16""W x 15""H",,,0.0,,,zero_weight,no weight set on BigCommerce,6064,5809
,CTB217-BK,"Fiberglass Garden Glaze Container -14"" W x 17""H - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5930,5675
,CTB217-GR,"Fiberglass Garden Glaze Container - 14"" W x 17""H - Green",,,0.0,,,zero_weight,no weight set on BigCommerce,5942,5687
,CTB217-OX,"Fiberglass Garden Glaze Container - 14"" W x 17""H - Oxblood",,,0.0,,,zero_weight,no weight set on BigCommerce,5947,5692
,CTB240-BCP,"Tall Uptown Decorative Container - 9""W x 16""H Burnt Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,5898,5643
,CTB240-LGH,"Tall Uptown Decorative Container - 9""W x 16""H Light Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5908,5653
,CTB240-SBK,"Tall Uptown Decorative Container - 9""W x 16""H Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5921,5666
,CTB240-SWH,"Tall Uptown Decorative Container - 9""W x 16""H Satin White",,,0.0,,,zero_weight,no weight set on BigCommerce,5932,5677
,CTB245-GGY,"Tall Cubico Decorative Container - 9""W x 16""H - Granite Gray",,,0.0,,,zero_weight,no weight set on BigCommerce,5997,5742
,CTB245-HBR,"Tall Cubico Decorative Container - 9""W x 16""H - Havana Brown",,,0.0,,,zero_weight,no weight set on BigCommerce,5989,5734
,CTB245-MBK,"Tall Cubico Decorative Container - 9""W x 16""H - Matte Black",,,0.0,,,zero_weight,no weight set on BigCommerce,6006,5751
,CTB245-SAW,"Tall Cubico Decorative Container - 9""W x 16""H - Sand White",,,0.0,,,zero_weight,no weight set on BigCommerce,6316,6334
,CTB252-GGY,"Cubico Decorative Container - 14""W x 14""H - Granite Gray",,,0.0,,,zero_weight,no weight set on BigCommerce,5922,5667
,CTB252-HBR,"Cubico Decorative Container - 14""W x 14""H - Havana Brown",,,0.0,,,zero_weight,no weight set on BigCommerce,5933,5678
,CTB252-MBK,"Cubico Decorative Container - 14""W x 14""H - Matte Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5909,5654
,CTB252-SAW,"Cubico Decorative Container - 14""W x 14""H - Sand White",,,0.0,,,zero_weight,no weight set on BigCommerce,6318,6336
,CTB255-SBK,"Valencia Decorative Container - 13.5""W x 13""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,6136,5898
,CTB255-SIV,"Valencia Decorative Container - 13.5""W x 13""H - Satin Ivory",,,0.0,,,zero_weight,no weight set on BigCommerce,6127,5887
,CTD106-BK,"Fiberglass Fish Bowl - 13""W x 10""H - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5982,5727
,CTD106-BU,"Fiberglass Fish Bowl - 13""W x 10""H - Burgundy",,,0.0,,,zero_weight,no weight set on BigCommerce,5966,5711
,CTD106-BZ,"Fiberglass Fish Bowl - 13""W x 10""H - Bronze",,,0.0,,,zero_weight,no weight set on BigCommerce,5941,5686
,CTD106-IV,"Fiberglass Fish Bowl - 13""W x 10""H - Ivory",,,0.0,,,zero_weight,no weight set on BigCommerce,5976,5721
,CTD111-BC,"Cylinder Container - 12"" W x  12"" H - Brushed Chrome",,,0.0,,,zero_weight,no weight set on BigCommerce,5978,5723
,CTD111-BG,"Cylinder Container - 12"" W x  12"" H - Brushed Gold",,,0.0,,,zero_weight,no weight set on BigCommerce,5984,5729
,CTD111-GH,"Cylinder Container - 12"" W x  12"" H - Brushed Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5991,5736
,CTD119-BS,"Wood Stained Wicker Tree & Plant Basket - 12"" W x 12"" H",,,0.0,,,zero_weight,no weight set on BigCommerce,5999,5744
,CTD119-WW,"White Wicker Tree & Plant Basket - 12"" W x 12"" H",,,0.0,,,zero_weight,no weight set on BigCommerce,6034,5779
,CTD127-MT,"Ribbed Sq FG Container - 20""W x 19""H - Moss Tan",,,0.0,,,zero_weight,no weight set on BigCommerce,6026,5771
,CTD157-RA,"Rattan Wood Decorative Container - 12""W x 13""H - Mahogany Finish",,,0.0,,,zero_weight,no weight set on BigCommerce,5888,5633
,CTD175-AB,"Aged Espresso Container - 13""W x 13""H",,,0.0,,,zero_weight,no weight set on BigCommerce,5934,5679
,CTD200-BCP,"Fiberglass Uptown - 11""W x 10""H - Burnt Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,6042,5787
,CTD200-LGH,"Fiberglass Uptown - 11""W x 10""H - Light Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5894,5639
,CTD200-SBK,"Fiberglass Uptown - 11""W x 10""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5902,5647
,CTD200-SWH,"Fiberglass Uptown - 11""W x 10""H - Satin White",,,0.0,,,zero_weight,no weight set on BigCommerce,5915,5660
,CTD211-AC,"Fiberglass Cubico Container - 13""W x 12""H - Aged Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,5903,5648
,CTD211-BRL,"Fiberglass Cubico Container - 13""W x 12""H - Brown Leather",,,0.0,,,zero_weight,no weight set on BigCommerce,5916,5661
,CTD211-GH,"Fiberglass Cubico Container - 13""W x 12""H  - Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5928,5673
,CTD216-BK,"Fiberglass Garden Glaze Container - 11""W x 13.75""H - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5896,5641
,CTD216-GR,"Fiberglass Garden Glaze Container - 11""W x 13.75""H - Green",,,0.0,,,zero_weight,no weight set on BigCommerce,5919,5664
,CTD216-OX,"Fiberglass Garden Glaze Container - 11""W x 13.75""H - Oxblood",,,0.0,,,zero_weight,no weight set on BigCommerce,5906,5651
,CTD251-GGY,"Cubico Decorative Container - 11""W x 11""H - Granite Gray",,,0.0,,,zero_weight,no weight set on BigCommerce,6036,5781
,CTD251-HBR,"Cubico Decorative Container - 11""W x 11""H - Havana Brown",,,0.0,,,zero_weight,no weight set on BigCommerce,6024,5769
,CTD251-MBK,"Cubico Decorative Container - 11""W x 11""H - Matte Black",,,0.0,,,zero_weight,no weight set on BigCommerce,6044,5789
,CTD251-SAW,"Cubico Decorative Container - 11""W x 11""H - Sand White",,,0.0,,,zero_weight,no weight set on BigCommerce,6317,6335
,CTE115,"24"" Cubicle/Ledge Plant Container",,,0.0,,,zero_weight,no weight set on BigCommerce,6052,5797
,CTE115-BC,"24"" Cubicle/Ledge Plant Container - Brushed Chrome",,,0.0,,,zero_weight,no weight set on BigCommerce,5967,5712
,CTE115-BG,"24"" Cubicle/Ledge Plant Container - Brushed Gold",,,0.0,,,zero_weight,no weight set on BigCommerce,5977,5722
,CTE115-BM,"24"" Cubicle/Ledge Plant Container - Burgundy Marble",,,0.0,,,zero_weight,no weight set on BigCommerce,5985,5730
,CTE115-GH,"24"" Cubicle/Ledge Plant Container - Brushed Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5992,5737
,CTE135,"File top - 14""L x 6.25""H x 7""W",,,0.0,,,zero_weight,no weight set on BigCommerce,6053,5798
,CTE135-AL,"File top - 14""L x 6.25""H x 7""W - Alabaster",,,0.0,,,zero_weight,no weight set on BigCommerce,6375,6462
,CTE135-BC,"File top - 14""L x 6.25""H x 7""W - Brushed Chrome",,,0.0,,,zero_weight,no weight set on BigCommerce,5892,5637
,CTE135-BG,"File top - 14""L x 6.25""H x 7""W - Brushed Gold",,,0.0,,,zero_weight,no weight set on BigCommerce,5900,5645
,CTE135-BM,"File top - 14""L x 6.25""H x 7""W - Burgundy Marble",,,0.0,,,zero_weight,no weight set on BigCommerce,5912,5657
,CTE135-GH,"File top - 14""L x 6.25""H x 7""W - Brushed Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5926,5671
,CTE140-GB,Cubicle Container - Gloss Black,,,0.0,,,zero_weight,no weight set on BigCommerce,5953,5698
,CTE190,"24"" Tapered File top /Ledge Plant Container",,,0.0,,,zero_weight,no weight set on BigCommerce,6055,5800
,CTE190-BK,"24"" Tapered File top /Ledge Plant Container  - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,6002,5747
,CTE190-BU,"24"" Tapered File top /Ledge Plant Container - Burgundy",,,0.0,,,zero_weight,no weight set on BigCommerce,6010,5755
,CTE190-BZ,"24"" Tapered File top /Ledge Plant Container  - Bronze",,,0.0,,,zero_weight,no weight set on BigCommerce,6018,5763
,CTE190-GH,"24"" Tapered File top /Ledge Plant Container - Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,6376,6463
,CTE195,"14"" Tapered File top /Ledge Plant Container",,,0.0,,,zero_weight,no weight set on BigCommerce,6054,5799
,CTE195-BK,"14"" Tapered File top /Ledge Plant Container - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5937,5682
,CTE195-BU,"14"" Tapered File top /Ledge Plant Container - Burgundy",,,0.0,,,zero_weight,no weight set on BigCommerce,5944,5689
,CTE195-BZ,"14"" Tapered File top /Ledge Plant Container - Bronze",,,0.0,,,zero_weight,no weight set on BigCommerce,5954,5699
,CTE195-GH,"14"" Tapered File top /Ledge Plant Container - Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5968,5713
,CTF114,"7"" Tabletop Container",,,0.0,,,zero_weight,no weight set on BigCommerce,6050,5795
,CTF120-BG,"5"" Tabletop Container",,,0.0,,,zero_weight,no weight set on BigCommerce,5952,5697
,CTF185-BK,"Fiberglass Fish Bowl - 9""W x 8""H - Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5964,5709
,CTF185-BU,"Fiberglass Fish Bowl - 9""W x 8""H - Burgundy",,,0.0,,,zero_weight,no weight set on BigCommerce,5957,5702
,CTF185-BZ,"Fiberglass Fish Bowl - 9""W x 8""H - Bronze",,,0.0,,,zero_weight,no weight set on BigCommerce,6009,5754
,CTF185-IV,"Fiberglass Fish Bowl - 9""W x 8""H - Ivory",,,0.0,,,zero_weight,no weight set on BigCommerce,5980,5725
,CTF199-BCP,"Fiberglass Uptown Decorative Container - 8""W x 8""H - Burnt Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,5895,5640
,CTF199-LGH,"Fiberglass Uptown Decorative Container - 8""W x 8""H - Light Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,5905,5650
,CTF199-SBK,"Fiberglass Uptown Decorative Container - 8""W x 8""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,5918,5663
,CTF199-SWH,"Fiberglass Uptown Decorative Container - 8""W x 8""H - Satin White",,,0.0,,,zero_weight,no weight set on BigCommerce,5929,5674
,CTF210-AC,"Fiberglass Cubico Container - 10""W x 9""H - Aged Copper",,,0.0,,,zero_weight,no weight set on BigCommerce,6033,5778
,CTF210-BRL,"Fiberglass Cubico Container - 10""W x 9""H - Brown Leather",,,0.0,,,zero_weight,no weight set on BigCommerce,6022,5767
,CTF210-GH,"Fiberglass Cubico Container - 10""W x 9""H - Graphite",,,0.0,,,zero_weight,no weight set on BigCommerce,6012,5757
,CTF210-SBK,"Fiberglass Cubico Container - 10""W x 9""H - Satin Black",,,0.0,,,zero_weight,no weight set on BigCommerce,6005,5750
,CTF210-SWH,"Fiberglass Cubico Container - 10""W x 9""H - Satin White",,,0.0,,,zero_weight,no weight set on BigCommerce,5994,5739
,CTH135-07,"Platform Base for 9"" Fish Bowl Container",,,0.0,,,zero_weight,no weight set on BigCommerce,6028,5773
