item,sku,product_name,sheet_weight_raw,sheet_weight_lb,bc_weight_lb,implied_lb_from_div16,ratio,issue_type,detail,product_id,variant_id,shopify_weight_lb,bc_minus_shopify_lb
PLD205-GR,PLD205-GR,Cascading English Ivy Silk Planter,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5729,5459,3.0,-3.00
PLD210-GC,PLD210-GC,Cascading Pothos Silk Planter,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5730,5460,3.0,-3.00
PLD291-GR,PLD291-GR,Palm & Ivy Armoire Silk Planter,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5732,5462,5.0,-5.00
PLD292-GR,PLD292-GR,Pothos & Fittonia Armoire Silk Planter,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5733,5463,5.0,-5.00
PLD293-GB,PLD293-GB,Silver King & Wandering Jew Silk Foliage Planter,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5734,5464,3.0,-3.00
PLD428-GB,PLD428-GB,String of Pearls & Jade Artificial Succulent Arrangement,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5735,5465,3.0,-3.00
PLD429-GB,PLD429-GB,Succulent Obsession Artificial Foliage Planter,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5736,5466,4.0,-4.00
PLD432-GR,PLD432-GR,Sansevieria Planter Artificial Foliage Arrangement,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5737,5467,8.0,-8.00
PLD437-GB,PLD437-GB,Faux Succulent Planter,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5740,5470,4.0,-4.00
PLD451-GR,PLD451-GR,Maidenhair Fern Silk Foliage Plant,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5743,5473,2.0,-2.00
PLD455-GR,PLD455-GR,Cascading Springerii Artificial Fern Plant,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5744,5474,3.0,-3.00
PLD479-GR,PLD479-GR,Mixed Ferns & Berries Faux Foliage Planter,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5748,5478,3.0,-3.00
PLD481-GR,PLD481-GR,Fern & Berry Fusion Faux Foliage Arrangement,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5750,5480,4.0,-4.00
PLD491-GR,PLD491-GR,Mixed Foliage Masterpiece,15,15.0,0.0,,,zero_weight,sheet expects 15lb,6155,5940,15.0,-15.00
PLD493-NA,PLD493-NA,Nature's  Warmth Faux Foliage Arrangement,15,15.0,0.0,,,zero_weight,sheet expects 15lb,6156,5941,15.0,-15.00
TRA220-05,TRA220-05,5' Greenhouse Silk Ficus Tree,10,10.0,0.0,,,zero_weight,sheet expects 10lb,5762,5492,10.0,-10.00
TRA220-06,TRA220-06,6' Greenhouse Silk Ficus Tree,18,18.0,0.0,,,zero_weight,sheet expects 18lb,5763,5493,18.0,-18.00
TRA220-07,TRA220-07,7' Greenhouse Silk Ficus Tree,20,20.0,0.0,,,zero_weight,sheet expects 20lb,5764,5494,20.0,-20.00
TRA311-05,TRA311-05,5' Ficus Benjamina Silk Tree,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5768,5498,8.0,-8.00
TRA311-06,TRA311-06,6' Ficus Benjamina Silk Tree,20,20.0,0.0,,,zero_weight,sheet expects 20lb,5769,5499,20.0,-20.00
TRA311-07,TRA311-07,7' Ficus Benjamina Silk Tree,18,18.0,0.0,,,zero_weight,sheet expects 18lb,5770,5500,18.0,-18.00
TRC235-06,TRC235-06,6' Reed Palm Silk Tree,20,20.0,0.0,,,zero_weight,sheet expects 20lb,5784,5514,20.0,-20.00
TRC235-07,TRC235-07,7' Reed Palm Silk Tree,22,22.0,0.0,,,zero_weight,sheet expects 22lb,5785,5515,22.0,-22.00
TRC307-05,TRC307-05,5' Silk Areca Palm Tree,14,14.0,0.0,,,zero_weight,sheet expects 14lb,5793,5523,14.0,-14.00
TRC307-65,TRC307-65,6.5' Silk Areca Palm Tree,17,17.0,0.0,,,zero_weight,sheet expects 17lb,5794,5524,17.0,-17.00
TRF295-06,TRF295-06,6' Fiddle Leaf Fig Silk Tree,16,16.0,0.0,,,zero_weight,sheet expects 16lb,5798,5528,16.0,-16.00
TRF295-07,TRF295-07,7' Fiddle Leaf Fig Silk Tree,17,17.0,0.0,,,zero_weight,sheet expects 17lb,5799,5529,17.0,-17.00
TRF313-05,TRF313-05,5' Single Trunk Fiddle Leaf Fig Silk Tree,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5800,5530,8.0,-8.00
TRF313-06,TRF313-06,6' Single Trunk Fiddle Leaf Fig Silk Tree,10,10.0,0.0,,,zero_weight,sheet expects 10lb,5801,5531,10.0,-10.00
TRF313-07,TRF313-07,7' Single Trunk Fiddle Leaf Fig Silk Tree,17,17.0,0.0,,,zero_weight,sheet expects 17lb,5802,5532,17.0,-17.00
TRM312-05,TRM312-05,5' Japanese Maple Silk Tree,11,11.0,0.0,,,zero_weight,sheet expects 11lb,5823,5553,11.0,-11.00
TRM312-06,TRM312-06,6 ' Japanese Maple Silk Tree,21,21.0,0.0,,,zero_weight,sheet expects 21lb,6084,5829,21.0,-21.00
TRM312-07,TRM312-07,7 ' Japanese Maple Silk Tree,18,18.0,0.0,,,zero_weight,sheet expects 18lb,6085,5830,18.0,-18.00
TTB120-GR,TTB120-GR,Cypress Bonsai Artificial Tree,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5828,5558,5.0,-5.00
WRA165-NA,WRA165-NA,Autumn Maple Silk Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5830,5560,4.0,-4.00
WRA180-MP,WRA180-MP,Zinnia & Daisy Silk Flower Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5831,5561,4.0,-4.00
WRA230-LV,WRA230-LV,"Mixed Lavender 24"" Faux Flower & Foliage Wreath",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5842,5572,4.0,-4.00
WRA231-LV,WRA231-LV,Mixed Lavender Faux Flower & Foliage Teardrop,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5843,5573,3.0,-3.00
WRA242-NA,WRA242-NA,Golden Maple Faux Foliage Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,6115,5867,4.0,-4.00
WRA243-NA,WRA243-NA,Pumpkins & Berries Autumn Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,6116,5868,4.0,-4.00
WRA244-NA,WRA244-NA,Pumpkins & Berries Autumn Teardrop,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6117,5869,3.0,-3.00
WRA256-MP,WRA256-MP,Pansy & Daisy Wreath,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6327,6348,3.0,-3.00
WRA258-MP,WRA258-MP,Poppy & Lilac Wreath,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6328,6349,3.0,-3.00
WRA259-MP,WRA259-MP,Poppy & Lilac Teardrop,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6329,6350,3.0,-3.00
WRA262-MS,WRA262-MS,Garden Celebration Teardrop,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6332,6353,3.0,-3.00
WRA264-MS,WRA264-MS,"Daisy, Hydrangea & Lavender Teardrop",3,3.0,0.0,,,zero_weight,sheet expects 3lb,6334,6355,3.0,-3.00
WRA277-YE,WRA277-YE,Sunflower Daydream Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,6337,6358,4.0,-4.00
WRA278-YE,WRA278-YE,Sunflower Daydream Teardrop,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6338,6359,3.0,-3.00
